ID,PURPOSE,AGE,GENDER,INCOME,GA,AV.TRAIN,AV.SM,AV.CAR,TT.TRAIN,TT.SM,TT.CAR,CO.TRAIN,CO.SM,CO.CAR,CHOICE
4,1,2,1,3,0,1,1,1,1.16,0.61,1.35,0.4,0.52,1,SM
5,1,2,1,3,0,1,1,0,2.69,2.16,0,0.7,0.72,0,SM
5,1,2,1,3,0,1,1,0,2.43,2.13,0,0.7,0.7,0,SM
5,1,2,1,3,0,1,1,0,3.2,2.2,0,0.7,0.74,0,SM
5,1,2,1,3,0,1,1,0,2.43,2.16,0,0.58,0.66,0,SM
5,1,2,1,3,0,1,1,0,3.2,2.16,0,0.52,0.57,0,SM
5,1,2,1,3,0,1,1,0,2.69,2.13,0,0.52,0.62,0,SM
5,1,2,1,3,0,1,1,0,2.43,2.2,0,0.7,0.74,0,SM
5,1,2,1,3,0,1,1,0,2.43,2.2,0,0.52,0.57,0,SM
5,1,2,1,3,0,1,1,0,3.2,2.13,0,0.58,0.64,0,SM
6,1,3,0,3,0,1,1,1,1.16,0.46,0.7,0.35,0.38,0.35,SM
6,1,3,0,3,0,1,1,1,0.95,0.49,0.91,0.26,0.29,0.28,SM
6,1,3,0,3,0,1,1,1,1.16,0.53,0.56,0.26,0.32,0.28,SM
6,1,3,0,3,0,1,1,1,1.02,0.53,0.91,0.26,0.32,0.45,SM
6,1,3,0,3,0,1,1,1,1.02,0.53,0.56,0.29,0.32,0.45,SM
6,1,3,0,3,0,1,1,1,0.95,0.53,0.91,0.29,0.32,0.35,SM
6,1,3,0,3,0,1,1,1,0.95,0.49,0.7,0.35,0.4,0.28,SM
6,1,3,0,3,0,1,1,1,0.95,0.46,0.7,0.29,0.35,0.45,SM
6,1,3,0,3,0,1,1,1,1.02,0.53,0.7,0.35,0.46,0.45,SM
7,1,3,1,1,0,1,1,1,0.87,0.32,1.17,0.42,0.49,1.4,SM
7,1,3,1,1,0,1,1,1,0.8,0.29,1.17,0.42,0.46,1.82,SM
7,1,3,1,1,0,1,1,1,1.01,0.36,1.17,0.42,0.56,1.12,SM
7,1,3,1,1,0,1,1,1,0.8,0.32,0.72,0.35,0.49,1.12,SM
7,1,3,1,1,0,1,1,1,1.01,0.32,0.9,0.31,0.38,1.82,SM
7,1,3,1,1,0,1,1,1,0.87,0.29,0.9,0.31,0.46,1.12,SM
7,1,3,1,1,0,1,1,1,0.8,0.36,0.72,0.42,0.56,1.4,TRAIN
7,1,3,1,1,0,1,1,1,0.8,0.36,0.9,0.31,0.4,1.4,SM
7,1,3,1,1,0,1,1,1,1.01,0.29,0.72,0.35,0.43,1.4,SM
8,1,4,1,3,0,1,1,1,1.09,0.56,1.3,0.26,0.34,0.3,SM
8,1,4,1,3,0,1,1,1,1,0.53,1.3,0.26,0.32,0.39,SM
8,1,4,1,3,0,1,1,1,1.26,0.6,1.3,0.26,0.4,0.24,SM
8,1,4,1,3,0,1,1,1,1,0.56,0.8,0.22,0.35,0.24,CAR
8,1,4,1,3,0,1,1,1,1.26,0.56,1,0.2,0.24,0.39,SM
8,1,4,1,3,0,1,1,1,1.09,0.53,1,0.2,0.32,0.24,CAR
8,1,4,1,3,0,1,1,1,1,0.6,0.8,0.26,0.4,0.3,CAR
8,1,4,1,3,0,1,1,1,1,0.6,1,0.2,0.26,0.3,SM
8,1,4,1,3,0,1,1,1,1.26,0.53,0.8,0.22,0.28,0.3,SM
9,1,2,1,2,0,1,1,1,1.16,0.53,0.6,0.24,0.28,0.32,SM
9,1,2,1,2,0,1,1,1,1.16,0.46,0.78,0.22,0.32,0.4,SM
9,1,2,1,2,0,1,1,1,1.16,0.49,0.78,0.24,0.36,0.52,SM
9,1,2,1,2,0,1,1,1,0.95,0.46,0.48,0.22,0.32,0.52,SM
9,1,2,1,2,0,1,1,1,1.02,0.46,0.78,0.24,0.29,0.32,SM
9,1,2,1,2,0,1,1,1,1.02,0.46,0.48,0.29,0.32,0.32,SM
9,1,2,1,2,0,1,1,1,1.02,0.49,0.48,0.22,0.25,0.4,SM
9,1,2,1,2,0,1,1,1,1.02,0.49,0.6,0.24,0.36,0.4,SM
9,1,2,1,2,0,1,1,1,1.16,0.49,0.48,0.29,0.35,0.52,SM
10,1,2,0,1,0,1,1,0,1.31,0.59,0,0.42,0.46,0,SM
10,1,2,0,1,0,1,1,0,1.1,0.62,0,0.31,0.38,0,TRAIN
10,1,2,0,1,0,1,1,0,1.31,0.66,0,0.31,0.4,0,SM
10,1,2,0,1,0,1,1,0,1.17,0.66,0,0.31,0.4,0,SM
10,1,2,0,1,0,1,1,0,1.17,0.66,0,0.35,0.42,0,SM
10,1,2,0,1,0,1,1,0,1.1,0.66,0,0.35,0.42,0,SM
10,1,2,0,1,0,1,1,0,1.1,0.62,0,0.42,0.49,0,SM
10,1,2,0,1,0,1,1,0,1.1,0.59,0,0.35,0.43,0,SM
10,1,2,0,1,0,1,1,0,1.17,0.66,0,0.42,0.56,0,TRAIN
11,1,2,1,2,0,1,1,0,1.16,0.52,0,0.32,0.38,0,SM
11,1,2,1,2,0,1,1,0,1.16,0.48,0,0.32,0.43,0,SM
11,1,2,1,2,0,1,1,0,1.16,0.45,0,0.29,0.4,0,SM
11,1,2,1,2,0,1,1,0,0.93,0.45,0,0.29,0.4,0,SM
11,1,2,1,2,0,1,1,0,1.01,0.45,0,0.32,0.4,0,SM
11,1,2,1,2,0,1,1,0,1.01,0.48,0,0.29,0.34,0,SM
11,1,2,1,2,0,1,1,0,1.01,0.45,0,0.38,0.43,0,SM
11,1,2,1,2,0,1,1,0,1.16,0.48,0,0.38,0.45,0,SM
11,1,2,1,2,0,1,1,0,1.01,0.48,0,0.32,0.43,0,SM
12,1,3,0,2,0,1,1,0,1.31,0.66,0,0.36,0.42,0,SM
12,1,3,0,2,0,1,1,0,1.31,0.62,0,0.36,0.5,0,SM
12,1,3,0,2,0,1,1,0,1.31,0.59,0,0.32,0.48,0,SM
12,1,3,0,2,0,1,1,0,1.1,0.59,0,0.32,0.48,0,SM
12,1,3,0,2,0,1,1,0,1.17,0.59,0,0.36,0.45,0,SM
12,1,3,0,2,0,1,1,0,1.17,0.62,0,0.32,0.38,0,SM
12,1,3,0,2,0,1,1,0,1.17,0.59,0,0.43,0.48,0,SM
12,1,3,0,2,0,1,1,0,1.31,0.62,0,0.43,0.49,0,SM
12,1,3,0,2,0,1,1,0,1.17,0.62,0,0.36,0.5,0,SM
13,1,3,1,1,0,1,1,0,1.68,0.86,0,0.37,0.4,0,SM
13,1,3,1,1,0,1,1,0,1.29,0.89,0,0.28,0.32,0,SM
13,1,3,1,1,0,1,1,0,1.68,0.93,0,0.28,0.32,0,SM
13,1,3,1,1,0,1,1,0,1.42,0.93,0,0.28,0.32,0,SM
13,1,3,1,1,0,1,1,0,1.42,0.93,0,0.31,0.34,0,SM
13,1,3,1,1,0,1,1,0,1.29,0.93,0,0.31,0.34,0,TRAIN
13,1,3,1,1,0,1,1,0,1.29,0.89,0,0.37,0.42,0,TRAIN
13,1,3,1,1,0,1,1,0,1.29,0.86,0,0.31,0.36,0,SM
13,1,3,1,1,0,1,1,0,1.42,0.93,0,0.37,0.46,0,SM
14,1,3,1,2,0,1,1,1,1.3,0.77,0.91,0.31,0.38,1,SM
14,1,3,1,2,0,1,1,1,1.18,0.74,0.91,0.31,0.36,1.3,SM
14,1,3,1,2,0,1,1,1,1.53,0.81,0.91,0.31,0.43,0.8,SM
14,1,3,1,2,0,1,1,1,1.18,0.77,0.56,0.26,0.38,0.8,TRAIN
14,1,3,1,2,0,1,1,1,1.53,0.77,0.7,0.23,0.28,1.3,SM
14,1,3,1,2,0,1,1,1,1.3,0.74,0.7,0.23,0.35,0.8,SM
14,1,3,1,2,0,1,1,1,1.18,0.81,0.56,0.31,0.43,1,SM
14,1,3,1,2,0,1,1,1,1.18,0.81,0.7,0.23,0.29,1,TRAIN
14,1,3,1,2,0,1,1,1,1.53,0.74,0.56,0.26,0.32,1,SM
15,1,3,1,2,0,1,1,0,1.11,0.41,0,0.26,0.31,0,SM
15,1,3,1,2,0,1,1,0,1.11,0.48,0,0.2,0.26,0,SM
15,1,3,1,2,0,1,1,0,0.9,0.44,0,0.2,0.24,0,SM
15,1,3,1,2,0,1,1,0,0.97,0.48,0,0.2,0.26,0,SM
15,1,3,1,2,0,1,1,0,0.97,0.48,0,0.22,0.26,0,SM
15,1,3,1,2,0,1,1,0,0.9,0.48,0,0.22,0.26,0,SM
15,1,3,1,2,0,1,1,0,0.9,0.44,0,0.26,0.32,0,SM
15,1,3,1,2,0,1,1,0,0.9,0.41,0,0.22,0.28,0,SM
15,1,3,1,2,0,1,1,0,0.97,0.48,0,0.26,0.4,0,TRAIN
16,1,3,1,2,0,1,1,1,2.08,0.79,1.9,0.62,0.66,0.8,SM
16,1,3,1,2,0,1,1,1,2.08,0.71,2.47,0.62,0.8,1.3,SM
16,1,3,1,2,0,1,1,1,2.08,0.65,2.47,0.56,0.74,1,SM
16,1,3,1,2,0,1,1,1,1.65,0.65,1.52,0.56,0.74,1.3,SM
16,1,3,1,2,0,1,1,1,1.79,0.65,2.47,0.62,0.7,0.8,SM
16,1,3,1,2,0,1,1,1,1.79,0.71,1.52,0.56,0.62,1,SM
16,1,3,1,2,0,1,1,1,1.79,0.65,1.52,0.74,0.78,0.8,SM
16,1,3,1,2,0,1,1,1,2.08,0.71,1.52,0.74,0.8,1.3,SM
16,1,3,1,2,0,1,1,1,1.79,0.71,1.9,0.62,0.8,1,SM
17,1,1,1,2,0,1,1,1,1.32,0.61,0.9,0.23,0.26,0.2,SM
17,1,1,1,2,0,1,1,1,1.32,0.57,1.17,0.23,0.31,0.32,SM
17,1,1,1,2,0,1,1,1,1.32,0.54,1.17,0.21,0.28,0.25,SM
17,1,1,1,2,0,1,1,1,1.02,0.54,0.72,0.21,0.28,0.32,SM
17,1,1,1,2,0,1,1,1,1.12,0.54,1.17,0.23,0.28,0.2,SM
17,1,1,1,2,0,1,1,1,1.12,0.57,0.72,0.21,0.24,0.25,SM
17,1,1,1,2,0,1,1,1,1.12,0.54,0.72,0.28,0.3,0.2,SM
17,1,1,1,2,0,1,1,1,1.32,0.57,0.72,0.28,0.31,0.32,SM
17,1,1,1,2,0,1,1,1,1.12,0.57,0.9,0.23,0.31,0.25,SM
18,1,3,1,3,0,1,1,1,1.86,0.95,1.1,0.24,0.27,0.32,SM
18,1,3,1,3,0,1,1,1,1.86,0.89,1.43,0.24,0.32,0.52,SM
18,1,3,1,3,0,1,1,1,1.86,0.84,1.43,0.22,0.3,0.4,SM
18,1,3,1,3,0,1,1,1,1.54,0.84,0.88,0.22,0.3,0.52,SM
18,1,3,1,3,0,1,1,1,1.65,0.84,1.43,0.24,0.28,0.32,SM
18,1,3,1,3,0,1,1,1,1.65,0.89,0.88,0.22,0.25,0.4,SM
18,1,3,1,3,0,1,1,1,1.65,0.84,0.88,0.29,0.3,0.32,SM
18,1,3,1,3,0,1,1,1,1.86,0.89,0.88,0.29,0.32,0.52,SM
18,1,3,1,3,0,1,1,1,1.65,0.89,1.1,0.24,0.32,0.4,SM
19,1,1,0,1,0,1,1,1,2.12,1.21,12,0.26,0.27,0.1,CAR
19,1,1,0,1,0,1,1,1,1.77,1.28,15.6,0.2,0.23,0.13,TRAIN
19,1,1,0,1,0,1,1,1,1.59,1.24,15.6,0.2,0.22,0.08,CAR
19,1,1,0,1,0,1,1,1,2.12,1.28,9.6,0.2,0.23,0.08,CAR
19,1,1,0,1,0,1,1,1,1.77,1.28,9.6,0.22,0.24,0.13,TRAIN
19,1,1,0,1,0,1,1,1,1.59,1.28,15.6,0.22,0.24,0.1,TRAIN
19,1,1,0,1,0,1,1,1,1.59,1.24,12,0.26,0.28,0.08,SM
19,1,1,0,1,0,1,1,1,1.59,1.21,12,0.22,0.25,0.13,SM
19,1,1,0,1,0,1,1,1,1.77,1.28,12,0.26,0.31,0.13,TRAIN
20,1,2,0,1,0,1,1,1,1.79,0.96,1.1,0.31,0.32,0.3,SM
20,1,2,0,1,0,1,1,1,1.37,0.99,1.43,0.23,0.27,0.24,SM
20,1,2,0,1,0,1,1,1,1.79,1.03,0.88,0.23,0.28,0.24,CAR
20,1,2,0,1,0,1,1,1,1.51,1.03,1.43,0.23,0.28,0.39,SM
20,1,2,0,1,0,1,1,1,1.51,1.03,0.88,0.26,0.28,0.39,SM
20,1,2,0,1,0,1,1,1,1.37,1.03,1.43,0.26,0.28,0.3,SM
20,1,2,0,1,0,1,1,1,1.37,0.99,1.1,0.31,0.34,0.24,SM
20,1,2,0,1,0,1,1,1,1.37,0.96,1.1,0.26,0.3,0.39,SM
20,1,2,0,1,0,1,1,1,1.51,1.03,1.1,0.31,0.38,0.39,SM
21,1,2,1,4,0,1,1,0,1.33,0.57,0,0.96,1.06,0,SM
21,1,2,1,4,0,1,1,0,1.22,0.52,0,0.96,0.99,0,SM
21,1,2,1,4,0,1,1,0,1.54,0.63,0,0.96,1.23,0,TRAIN
21,1,2,1,4,0,1,1,0,1.22,0.57,0,0.8,1.06,0,SM
21,1,2,1,4,0,1,1,0,1.54,0.57,0,0.72,0.83,0,SM
21,1,2,1,4,0,1,1,0,1.33,0.52,0,0.72,0.99,0,SM
21,1,2,1,4,0,1,1,0,1.22,0.63,0,0.96,1.23,0,SM
21,1,2,1,4,0,1,1,0,1.22,0.63,0,0.72,0.86,0,SM
21,1,2,1,4,0,1,1,0,1.54,0.52,0,0.8,0.91,0,SM
22,1,5,1,3,0,1,1,1,1.08,0.43,0.7,0.52,0.62,0.36,CAR
22,1,5,1,3,0,1,1,1,1.08,0.39,0.91,0.52,0.8,0.58,TRAIN
22,1,5,1,3,0,1,1,1,1.08,0.36,0.91,0.47,0.71,0.45,TRAIN
22,1,5,1,3,0,1,1,1,0.87,0.36,0.56,0.47,0.71,0.58,TRAIN
22,1,5,1,3,0,1,1,1,0.94,0.36,0.91,0.52,0.65,0.36,CAR
22,1,5,1,3,0,1,1,1,0.94,0.39,0.56,0.47,0.57,0.45,TRAIN
22,1,5,1,3,0,1,1,1,0.94,0.36,0.56,0.62,0.71,0.36,CAR
22,1,5,1,3,0,1,1,1,1.08,0.39,0.56,0.62,0.76,0.58,CAR
22,1,5,1,3,0,1,1,1,0.94,0.39,0.7,0.52,0.8,0.45,CAR
23,1,2,1,2,0,1,1,1,1.02,0.49,0.78,0.54,0.68,0.5,SM
23,1,2,1,2,0,1,1,1,0.95,0.46,0.78,0.54,0.63,0.65,SM
23,1,2,1,2,0,1,1,1,1.16,0.53,0.78,0.54,0.83,0.4,TRAIN
23,1,2,1,2,0,1,1,1,0.95,0.49,0.48,0.45,0.7,0.4,TRAIN
23,1,2,1,2,0,1,1,1,1.16,0.49,0.6,0.4,0.5,0.65,SM
23,1,2,1,2,0,1,1,1,1.02,0.46,0.6,0.4,0.63,0.4,SM
23,1,2,1,2,0,1,1,1,0.95,0.53,0.48,0.54,0.83,0.5,TRAIN
23,1,2,1,2,0,1,1,1,0.95,0.53,0.6,0.4,0.52,0.5,TRAIN
23,1,2,1,2,0,1,1,1,1.16,0.46,0.48,0.45,0.58,0.5,SM
24,1,3,1,2,0,1,1,0,2.1,0.6,0,1.18,1.28,0,SM
24,1,3,1,2,0,1,1,0,1.64,0.66,0,0.88,1.03,0,SM
24,1,3,1,2,0,1,1,0,2.1,0.74,0,0.88,1.08,0,SM
24,1,3,1,2,0,1,1,0,1.79,0.74,0,0.88,1.08,0,SM
24,1,3,1,2,0,1,1,0,1.79,0.74,0,0.98,1.11,0,SM
24,1,3,1,2,0,1,1,0,1.64,0.74,0,0.98,1.11,0,SM
24,1,3,1,2,0,1,1,0,1.64,0.66,0,1.18,1.32,0,SM
24,1,3,1,2,0,1,1,0,1.64,0.6,0,0.98,1.16,0,SM
24,1,3,1,2,0,1,1,0,1.79,0.74,0,1.18,1.61,0,TRAIN
25,1,3,1,3,0,1,1,1,1.79,0.66,1.82,1.19,1.39,0.9,CAR
25,1,3,1,3,0,1,1,1,1.64,0.66,1.12,0.99,1.39,0.72,CAR
25,1,3,1,3,0,1,1,1,1.64,0.6,1.82,1.19,1.28,1.17,SM
25,1,3,1,3,0,1,1,1,2.1,0.74,1.82,1.19,1.61,0.72,SM
25,1,3,1,3,0,1,1,1,2.1,0.66,1.4,0.89,1.06,1.17,SM
25,1,3,1,3,0,1,1,1,1.79,0.6,1.4,0.89,1.28,0.72,SM
25,1,3,1,3,0,1,1,1,1.64,0.74,1.12,1.19,1.61,0.9,CAR
25,1,3,1,3,0,1,1,1,1.64,0.74,1.4,0.89,1.11,0.9,CAR
25,1,3,1,3,0,1,1,1,2.1,0.6,1.12,0.99,1.23,0.9,CAR
26,1,3,1,2,0,1,1,1,2.33,0.77,1.9,0.74,0.84,0.44,SM
26,1,3,1,2,0,1,1,1,2.33,0.67,2.47,0.74,1.04,0.71,SM
26,1,3,1,2,0,1,1,1,2.33,0.59,2.47,0.67,0.97,0.55,SM
26,1,3,1,2,0,1,1,1,1.77,0.59,1.52,0.67,0.97,0.71,SM
26,1,3,1,2,0,1,1,1,1.96,0.59,2.47,0.74,0.87,0.44,SM
26,1,3,1,2,0,1,1,1,1.96,0.67,1.52,0.67,0.77,0.55,SM
26,1,3,1,2,0,1,1,1,1.96,0.59,1.52,0.89,0.97,0.44,SM
26,1,3,1,2,0,1,1,1,2.33,0.67,1.52,0.89,1,0.71,SM
26,1,3,1,2,0,1,1,1,1.96,0.67,1.9,0.74,1.04,0.55,SM
27,1,2,1,2,0,1,1,0,0.86,0.31,0,0.36,0.46,0,SM
27,1,2,1,2,0,1,1,0,0.79,0.28,0,0.36,0.41,0,SM
27,1,2,1,2,0,1,1,0,1,0.35,0,0.36,0.52,0,SM
27,1,2,1,2,0,1,1,0,0.79,0.31,0,0.3,0.46,0,SM
27,1,2,1,2,0,1,1,0,1,0.31,0,0.27,0.31,0,SM
27,1,2,1,2,0,1,1,0,0.86,0.28,0,0.27,0.41,0,SM
27,1,2,1,2,0,1,1,0,0.79,0.35,0,0.36,0.52,0,SM
27,1,2,1,2,0,1,1,0,0.79,0.35,0,0.27,0.34,0,SM
27,1,2,1,2,0,1,1,0,1,0.28,0,0.3,0.38,0,SM
28,1,5,1,1,0,1,1,0,0.92,0.68,0,0.6,0.65,0,SM
28,1,5,1,1,0,1,1,0,1.08,0.7,0,0.6,0.8,0,SM
28,1,5,1,1,0,1,1,0,0.84,0.66,0,0.6,0.6,0,SM
28,1,5,1,1,0,1,1,0,0.84,0.68,0,0.5,0.8,0,TRAIN
28,1,5,1,1,0,1,1,0,1.08,0.68,0,0.45,0.6,0,SM
28,1,5,1,1,0,1,1,0,0.84,0.7,0,0.6,0.8,0,SM
28,1,5,1,1,0,1,1,0,0.92,0.66,0,0.45,0.8,0,TRAIN
28,1,5,1,1,0,1,1,0,1.08,0.66,0,0.5,0.65,0,SM
28,1,5,1,1,0,1,1,0,0.84,0.7,0,0.45,0.65,0,TRAIN
29,1,3,0,2,0,1,1,1,1.1,0.55,0.91,0.6,0.65,0.8,TRAIN
29,1,3,0,2,0,1,1,1,1.03,0.52,0.91,0.6,0.6,1.04,SM
29,1,3,0,2,0,1,1,1,1.24,0.59,0.91,0.6,0.8,0.64,TRAIN
29,1,3,0,2,0,1,1,1,1.03,0.55,0.56,0.5,0.8,0.64,TRAIN
29,1,3,0,2,0,1,1,1,1.24,0.55,0.7,0.45,0.6,1.04,TRAIN
29,1,3,0,2,0,1,1,1,1.1,0.52,0.7,0.45,0.8,0.64,SM
29,1,3,0,2,0,1,1,1,1.03,0.59,0.56,0.6,0.8,0.8,SM
29,1,3,0,2,0,1,1,1,1.03,0.59,0.7,0.45,0.65,0.8,TRAIN
29,1,3,0,2,0,1,1,1,1.24,0.52,0.56,0.5,0.65,0.8,SM
30,1,2,1,2,0,1,1,1,1.18,0.46,0.7,0.6,0.6,0.27,SM
30,1,2,1,2,0,1,1,1,0.97,0.49,0.91,0.45,0.6,0.22,SM
30,1,2,1,2,0,1,1,1,1.18,0.53,0.56,0.45,0.65,0.22,SM
30,1,2,1,2,0,1,1,1,1.04,0.53,0.91,0.45,0.65,0.35,SM
30,1,2,1,2,0,1,1,1,1.04,0.53,0.56,0.5,0.6,0.35,SM
30,1,2,1,2,0,1,1,1,0.97,0.53,0.91,0.5,0.6,0.27,SM
30,1,2,1,2,0,1,1,1,0.97,0.49,0.7,0.6,0.65,0.22,SM
30,1,2,1,2,0,1,1,1,0.97,0.46,0.7,0.5,0.65,0.35,SM
30,1,2,1,2,0,1,1,1,1.04,0.53,0.7,0.6,0.8,0.35,SM
31,1,3,1,3,0,1,1,1,1.82,0.69,1.82,0.6,0.65,0.8,SM
31,1,3,1,3,0,1,1,1,1.65,0.63,1.82,0.6,0.6,1.04,SM
31,1,3,1,3,0,1,1,1,2.15,0.77,1.82,0.6,0.8,0.64,SM
31,1,3,1,3,0,1,1,1,1.65,0.69,1.12,0.5,0.8,0.64,SM
31,1,3,1,3,0,1,1,1,2.15,0.69,1.4,0.45,0.6,1.04,SM
31,1,3,1,3,0,1,1,1,1.82,0.63,1.4,0.45,0.8,0.64,SM
31,1,3,1,3,0,1,1,1,1.65,0.77,1.12,0.6,0.8,0.8,CAR
31,1,3,1,3,0,1,1,1,1.65,0.77,1.4,0.45,0.65,0.8,SM
31,1,3,1,3,0,1,1,1,2.15,0.63,1.12,0.5,0.65,0.8,SM
32,1,2,1,4,0,1,1,0,2.81,1.19,0,0.5,0.6,0,SM
32,1,2,1,4,0,1,1,0,2.81,1.09,0,0.5,0.8,0,TRAIN
32,1,2,1,4,0,1,1,0,2.81,1.01,0,0.45,0.8,0,SM
32,1,2,1,4,0,1,1,0,2.16,1.01,0,0.45,0.8,0,SM
32,1,2,1,4,0,1,1,0,2.38,1.01,0,0.5,0.65,0,SM
32,1,2,1,4,0,1,1,0,2.38,1.09,0,0.45,0.6,0,SM
32,1,2,1,4,0,1,1,0,2.38,1.01,0,0.6,0.6,0,SM
32,1,2,1,4,0,1,1,0,2.81,1.09,0,0.6,0.65,0,SM
32,1,2,1,4,0,1,1,0,2.38,1.09,0,0.5,0.8,0,SM
33,1,2,0,4,1,1,1,0,0.64,0.4,0,0,0,0,SM
33,1,2,0,4,1,1,1,0,0.71,0.42,0,0,0,0,SM
33,1,2,0,4,1,1,1,0,0.61,0.38,0,0,0,0,SM
33,1,2,0,4,1,1,1,0,0.61,0.4,0,0,0,0,TRAIN
33,1,2,0,4,1,1,1,0,0.71,0.4,0,0,0,0,TRAIN
33,1,2,0,4,1,1,1,0,0.64,0.38,0,0,0,0,TRAIN
33,1,2,0,4,1,1,1,0,0.61,0.42,0,0,0,0,SM
33,1,2,0,4,1,1,1,0,0.71,0.38,0,0,0,0,SM
33,1,2,0,4,1,1,1,0,0.61,0.42,0,0,0,0,SM
34,1,3,0,2,1,1,1,0,1.39,0.81,0,0,0,0,SM
34,1,3,0,2,1,1,1,0,1.39,0.77,0,0,0,0,SM
34,1,3,0,2,1,1,1,0,1.39,0.74,0,0,0,0,TRAIN
34,1,3,0,2,1,1,1,0,1.1,0.74,0,0,0,0,TRAIN
34,1,3,0,2,1,1,1,0,1.2,0.74,0,0,0,0,SM
34,1,3,0,2,1,1,1,0,1.2,0.77,0,0,0,0,TRAIN
34,1,3,0,2,1,1,1,0,1.2,0.74,0,0,0,0,SM
34,1,3,0,2,1,1,1,0,1.39,0.77,0,0,0,0,SM
34,1,3,0,2,1,1,1,0,1.2,0.77,0,0,0,0,TRAIN
35,1,2,0,1,1,1,1,0,1.48,0.75,0,0,0,0,SM
35,1,2,0,1,1,1,1,0,1.48,0.68,0,0,0,0,TRAIN
35,1,2,0,1,1,1,1,0,1.48,0.71,0,0,0,0,TRAIN
35,1,2,0,1,1,1,1,0,1.12,0.68,0,0,0,0,TRAIN
35,1,2,0,1,1,1,1,0,1.24,0.68,0,0,0,0,TRAIN
35,1,2,0,1,1,1,1,0,1.24,0.71,0,0,0,0,TRAIN
35,1,2,0,1,1,1,1,0,1.24,0.68,0,0,0,0,SM
35,1,2,0,1,1,1,1,0,1.48,0.71,0,0,0,0,TRAIN
35,1,2,0,1,1,1,1,0,1.24,0.71,0,0,0,0,TRAIN
36,1,2,0,2,1,1,1,0,0.87,0.34,0,0,0,0,SM
36,1,2,0,2,1,1,1,0,0.8,0.31,0,0,0,0,SM
36,1,2,0,2,1,1,1,0,1.01,0.38,0,0,0,0,SM
36,1,2,0,2,1,1,1,0,0.8,0.34,0,0,0,0,SM
